Register, 1st Pronouns, 2nd Pronouns, 3rd Pronouns,,Average,1st,2nd,3rd
IN,3503.891611,3172.095705,3254.251946,,,,,
IN,13027.8671,11794.21222,12100.75027,,,,,
IN,29579.07543,26781.0219,27476.88564,,,,,
IN,38716.56051,35054.14013,35964.96815,,,,,
IN,12625.1298,11429.90654,11734.16407,,,,,
IN,11614.13563,10512.89398,10792.74117,,,,,
IN,30101.48515,27245.0495,27970.29703,,,,,
IN,4943.158749,4468.940317,4589.118961,,,,,
IN,4378.320172,3954.055994,4068.557071,,,,,
IN,3124.423963,2820.276498,2908.602151,,,,,
IN,1703.151143,1535.973229,1590.490798,,,,,
IN,7946.103896,7153.246753,7433.766234,,,,,
IN,4944.668821,4449.11147,4639.741519,,,,,
IN,45513.01115,40951.67286,42706.3197,,,,,
IN,5946.090335,5350.169985,5582.807188,,,,,
IN,18992.24806,17082.17054,17840.31008,,,,,
IN,6631.010265,5952.458131,6229.06537,,,,,
IN,7577.160494,6801.234568,7143.209877,,,,,
IN,1901.915354,1703.429101,1816.187828,,,,,
IN,14572.78107,13052.07101,13936.09467,,,,,
IN,868.2491748,775.2651169,838.822951,,,,,
IN,9350.718065,8343.915344,9028.7226,,,,,
IN,1786.147186,1592.929293,1732.323232,,,,,
IN,4663.653484,4158.19209,4576.271186,,,,,
IN,1474.473402,1313.816494,1448.411282,,,,,
IN,1515.040799,1345.755694,1522.957009,,,,,
IN,41744.96644,37080.53691,41973.15436,,,,,
IN,5845.93706,5195.3969,5896.195397,,,,,
IN,9734.167318,8648.162627,9900.703675,,,,,
IN,1607.529654,1426.121712,1634.863332,,,,,
IN,13131.57895,11643.15789,13347.36842,,,,,
IN,8955.491744,7940.416368,9106.245513,,,,,
IN,3017.316017,2661.135161,3055.796056,,,,,
IN,6967.813541,6141.509434,7061.043285,,,,,
IN,2376.512859,2095.121029,2438.918306,,,,,
IN,12015.29637,10593.69025,12339.38815,,,,,
IN,1531.314605,1347.561717,1607.199319,,,,,
IN,1713.411317,1507.208923,1803.04679,,,,,
IN,2973.665648,2605.454973,3121.326123,,,,,
IN,7614.087899,6671.884407,7994.581577,,,,,
IN,47728.30189,41826.41509,50147.16981,,,,,
IN,22194.73684,19449.12281,23350.87719,,,,,
IN,22563.27986,19770.05348,23803.92157,,,,,
IN,9914.643696,8685.199687,10465.93579,,,,,
IN,1715.446054,1501.692162,1813.185326,,,,,
IN,39111.11111,34240.74074,41351.85185,,,,,
IN,7051.111111,6163.333333,7453.333333,,,,,
IN,11334.82143,9905.357143,11983.92857,,,,,
IN,3899.262899,3407.248157,4128.992629,,,,,
IN,1639.519876,1431.982447,1752.839442,,,,,
IN,840.0369247,731.7024924,905.4463932,,,,,
IN,6386.967419,5562.406015,6893.233083,,,,,
IN,74081.39535,64517.44186,80017.44186,,,,,
IN,2318.322135,2016.342836,2529.689486,,,,,
IN,2890.868095,2505.073281,3162.570462,,,,,
IN,2598.176292,2251.671733,2844.3769,,,,,
IN,2698.506207,2337.891858,2956.238165,,,,,
IN,30393.36493,26331.75355,33296.20853,,,,,
IN,49525.09653,42907.33591,54289.57529,,,,,
IN,6523.373984,5647.865854,7155.995935,,,,,
IN,49199.23372,42597.70115,54000,,,,,
IN,22813.49911,19747.77975,25063.94316,,,,,
IN,1355.441284,1166.859062,1486.934621,,,,,
IN,76880.95238,66184.52381,84369.04762,,,,,
IN,24415.87902,21018.90359,26807.18336,,,,,
IN,1952.985639,1681.481481,2161.602419,,,,,
IN,3345.290323,2873.032258,3693.677419,,,,,
IN,23613.84335,20278.68852,26072.85974,,,,,
IN,1364.238411,1170.293283,1514.559024,,,,,
IN,3039.578454,2607.259953,3376.580796,,,,,
IN,3689.488636,3162.784091,4117.613636,,,,,
IN,16003.69458,13717.9803,17850.98522,,,,,
IN,37131.42857,31825.71429,41448.57143,,,,,
IN,20605.38827,17652.93185,22992.07607,,,,,
IN,37255.01433,31916.90544,41650.4298,,,,,
IN,1561.126292,1324.700012,1762.623262,,,,,
IN,13000,11028.68447,14677.54698,,,,,
IN,1112.236287,941.8565401,1259.831224,,,,,
IP,7006.907545,5944.739639,7955.366631,,,,,
IP,91576.38889,77694.44444,104006.9444,,,,,
IP,33143.21608,28163.31658,37648.24121,,,,,
IP,68703.125,58473.95833,78041.66667,,,,,
IP,48507.35294,41294.11765,55113.97059,,,,,
IP,16289.76572,13855.73366,18512.94698,,,,,
IP,10913.43776,9292.662819,12401.48392,,,,,
IP,5791.993037,4911.662315,6560.48738,,,,,
IP,164320.9877,139345.679,186135.8025,,,,,
IP,7438.371445,6297.824875,8430.563302,,,,,
IP,4149.67462,3510.071274,4711.806632,,,,,
IP,14215.49894,12028.66242,16162.42038,,,,,
IP,7357.260274,6216.438356,8376.438356,,,,,
IP,12483.75116,10553.38904,14200.5571,,,,,
IP,27457.14286,23242.85714,31222.44898,,,,,
IP,18285.32609,15474.18478,20798.91304,,,,,
IP,19270.38627,16301.8598,21919.88555,,,,,
IP,49200.72993,41594.89051,55937.9562,,,,,
IP,24706.95971,20912.08791,28080.58608,,,,,
IP,76664.77273,64875,87113.63636,,,,,
IP,37284.53039,31546.96133,42370.16575,,,,,
IP,23788.73239,20128.52113,27015.84507,,,,,
IP,91297.2973,77250,103709.4595,,,,,
IP,6190.041115,5278.209228,7022.384651,,,,,
IP,81149.7006,69185.62874,92059.88024,,,,,
IP,21991.89627,18758.50891,24943.27391,,,,,
IP,11434.34343,9767.676768,12960.43771,,,,,
IP,6358.710883,5424.100887,7204.110229,,,,,
IP,12587.25762,10734.07202,14251.1542,,,,,
IP,55214.5749,47080.97166,62497.97571,,,,,
IP,10782.78041,9189.57346,12202.21169,,,,,
IP,20972.35023,17878.64823,23738.86329,,,,,
IP,14242.96142,12151.19917,16138.68613,,,,,
IP,155215.9091,132420.4545,175875,,,,,
IP,7332.081545,6255.901288,8312.76824,,,,,
IP,58931.03448,50271.55172,66827.58621,,,,,
IP,11308.83567,9639.966969,12834.02147,,,,,
IP,85593.75,72962.5,97156.25,,,,,
IP,16804.90798,14323.92638,19103.06748,,,,,
IP,20944.95413,17865.44343,23837.92049,,,,,
IP,2869.229162,2442.866096,3280.760393,,,,,
IP,67660.09852,57630.54187,77364.53202,,,,,
IP,82771.08434,70518.07229,94620.48193,,,,,
IP,37758.24176,32208.79121,43162.08791,,,,,
IP,21144.61538,18043.07692,24178.46154,,,,,
IP,16927.42927,14455.10455,19339.48339,,,,,
IP,8541.176471,7305.882353,9736.22291,,,,,
IP,87859.87261,75152.86624,100229.2994,,,,,
IP,172425,147487.5,196737.5,,,,,
IP,46447.81145,39730.63973,53057.23906,,,,,
IP,28859.83264,24686.19247,32989.53975,,,,,
IP,31235.29412,26723.9819,35687.78281,,,,,
IP,47287.67123,40476.0274,54044.52055,,,,,
IP,40495.60117,34671.55425,46278.59238,,,,,
IP,45574.25743,39042.90429,52089.10891,,,,,
IP,16668.27503,14285.88661,19039.807,,,,,
IP,24123.90925,20720.76789,27547.99302,,,,,
IP,2091.791703,1768.755516,2325.389821,,,,,
IP,10197.85714,8656.428571,11295.71429,,,,,
IP,144212.1212,122424.2424,159777.7778,,,,,
IP,69334.95146,58873.78641,76786.40777,,,,,
IP,49262.06897,41820.68966,54565.51724,,,,,
IP,25900.36232,21994.56522,28668.47826,,,,,
IP,32682.6484,27757.99087,36148.40183,,,,,
IP,170464.2857,144761.9048,188488.0952,,,,,
IP,34841.84915,29600.97324,38523.11436,,,,,
IP,42767.16418,36328.35821,47364.1791,,,,,
IP,5671.671276,4813.512446,6294.74516,,,,,
IP,8815.95092,7478.527607,9799.386503,,,,,
IP,52280,44389.09091,58094.54545,,,,,
IP,69483.09179,59009.66184,77178.74396,,,,,
IP,19143.61702,16247.34043,21273.93617,,,,,
IP,28569.44444,24242.06349,31746.03175,,,,,
IP,18343.51145,15550.89059,20370.22901,,,,,
IP,79662.98343,67585.63536,88464.0884,,,,,
IP,9103.904282,7720.403023,10105.16373,,,,,
IP,55390.8046,46992.33716,61490.42146,,,,,
IP,20435.02825,17331.9209,22685.02825,,,,,
IP,24418.21248,20703.20405,27097.80776,,,,,
IP,20572.44318,17451.70455,22853.69318,,,,,
IP,21787.96992,18482.70677,24216.54135,,,,,
IP,12141.54104,10303.18258,13511.72529,,,,,
IP,65597.28507,55665.15837,73004.52489,,,,,
IP,8673.627685,7356.801909,9633.054893,,,,,
IP,16110.74197,13672.20377,17880.39867,,,,,
IP,24207.6412,20561.46179,26822.25914,,,,,
IP,57401.5748,48755.90551,63570.86614,,,,,
IP,45426.79128,38632.39875,50302.18069,,,,,
IP,45288.81988,38527.95031,50155.2795,,,,,
IP,66300,56400,73413.63636,,,,,
IP,21724.70238,18477.67857,24034.22619,,,,,
IP,5416.63586,4598.521257,5993.345656,,,,,
IP,9123.602484,7734.782609,10083.85093,,,,,
IP,5371.804237,4548.575603,5935.354273,,,,,
IP,9434.336963,7982.703395,10422.80589,,,,,
IP,10065.57377,8512.295082,11125.68306,,,,,
IP,10745.62682,9091.107872,11895.77259,,,,,
IP,18274.75248,15456.68317,20210.39604,,,,,
IP,64213.04348,54321.73913,71000,,,,,
IP,40393.44262,34144.80874,44636.61202,,,,,
IP,17419.31684,14729.09305,19260.30624,,,,,
IP,29498.00797,24962.15139,32573.70518,,,,,
IP,26224.77876,22191.15044,28964.60177,,,,,
IP,36873.13433,31199.00498,40738.80597,,,,,
IP,29969.69697,25355.55556,33088.88889,,,,,
IP,47854.83871,40500,52835.48387,,,,,
IP,18982.09719,16063.93862,20959.07928,,,,,
IP,64825.32751,54877.72926,71572.0524,,,,,
IP,19920.91153,16849.86595,21982.57373,,,,,
IP,11863.63636,10032.69537,13079.74482,,,,,
IP,28722.00772,24289.57529,31683.39768,,,,,
IP,49264.90066,41701.98675,54347.68212,,,,,
IP,24278.95595,20553.01794,26818.92333,,,,,
IP,19621.87088,16606.06061,21673.25428,,,,,
IP,7740.913811,6551.401869,8562.824507,,,,,
IP,17617.47344,14907.91027,19475.79693,,,,,
IP,12300.65898,10408.56672,13602.14168,,,,,
IP,17805.95238,15057.14286,19677.38095,,,,,
IP,12787.17949,10816.23932,14136.75214,,,,,
IP,21007.01262,17764.37588,23208.97616,,,,,
IP,9084.694495,7686.025408,10014.51906,,,,,
IP,24478.82736,20747.557,26962.54072,,,,,
IP,21479.31526,18179.74322,23626.24822,,,,,
IP,29800.39526,25197.62846,32743.083,,,,,
IP,28778.62595,24345.41985,31637.40458,,,,,
IP,100553.3333,85053.33333,110560,,,,,
IP,823.8197763,711.4950375,880.8486058,,,,,
IP,76560.97561,66107.31707,81824.39024,,,,,
IP,25276.97262,21822.86634,27012.88245,,,,,
IP,75504.80769,65187.5,80668.26923,,,,,
IP,28251.79856,24438.84892,30194.2446,,,,,
IP,13104.16667,11338.33333,14005.83333,,,,,
IP,31370.51793,27135.45817,33482.07171,,,,,
IP,15591.49357,13475.76657,16642.92779,,,,,
IP,6159.205917,5319.968859,6562.086415,,,,,
IP,13767.15899,11884.44831,14654.21373,,,,,
IP,8192.14876,7068.698347,8737.603306,,,,,
IP,80974.4898,69872.44898,86311.22449,,,,,
IP,9654.501217,8342.457421,10307.17762,,,,,
IP,22337.55274,19331.92686,23839.66245,,,,,
IP,14999.0566,12966.98113,16010.37736,,,,,
IP,19908.63579,17202.75344,21280.35044,,,,,
IP,17238.3532,14897.07476,18449.6208,,,,,
IP,13159.37242,11369.9422,14075.14451,,,,,
IP,119819.5489,103556.391,128165.4135,,,,,
IP,24128.59304,20848.71407,25789.71256,,,,,
IP,21015.76873,18114.32326,22409.98686,,,,,
IP,29165.75592,25153.00546,31080.14572,,,,,
IP,12529.31978,10802.97107,13359.65598,,,,,
IP,7027.181061,6061.376589,7512.056116,,,,,
IP,21211.36063,18270.80581,22651.25495,,,,,
IP,21074.80315,18156.16798,22547.24409,,,,,
IP,9359.138533,8058.207218,10022.70081,,,,,
IP,10068.793,8661.66354,10797.37336,,,,,
IP,17613.53712,15138.64629,18849.34498,,,,,
IP,55830.44983,47986.15917,59747.40484,,,,,
IP,13020.96774,11188.70968,13929.03226,,,,,
IP,28939.0681,24876.34409,30965.94982,,,,,
IP,21867.38836,18790.2571,23384.30311,,,,,
IP,37581.39535,32302.32558,40188.37209,,,,,
IP,212657.8947,182763.1579,227381.5789,,,,,
IP,146981.8182,126272.7273,157109.0909,,,,,
IP,11757.26744,10095.20349,12598.11047,,,,,
IP,22659.66387,19463.58543,24281.51261,,,,,
IP,34672.37687,29764.45396,37132.76231,,,,,
IP,42986.7374,36904.50928,46055.70292,,,,,
IP,11634.4086,9979.928315,12467.38351,,,,,
IP,32592.36948,27957.83133,34941.76707,,,,,
IP,20772.37852,17824.80818,22262.14834,,,,,
IP,41238.57868,35383.24873,44185.27919,,,,,
IP,12571.87017,10792.89026,13462.13292,,,,,
IP,129166.6667,110865.0794,138277.7778,,,,,
IP,124259.542,106633.5878,133007.6336,,,,,
IP,3573.423522,3094.697796,3806.895047,,,,,
IP,74440.90909,64481.81818,79313.63636,,,,,
IP,62766.28352,54367.81609,66854.40613,,,,,
IP,21498.68766,18627.29659,22913.38583,,,,,
IP,37748.84793,32728.1106,40230.41475,,,,,
IP,13783.01093,11956.26577,14713.20437,,,,,
IP,36017.58242,31307.69231,38452.74725,,,,,
IP,162257.4257,141039.604,173237.6238,,,,,
IP,52357.82748,45514.377,55926.51757,,,,,
IP,8902.333152,7740.097667,9527.94357,,,,,
IP,111612.2449,97040.81633,119455.7823,,,,,
IP,114741.2587,99790.20979,122804.1958,,,,,
IP,170916.6667,148645.8333,182927.0833,,,,,
IP,19334.51119,16825.67727,20699.64664,,,,,
IP,131320,114280,140616,,,,,
IP,27780.03384,24182.74112,29747.88494,,,,,
IP,21502.6178,18712.04188,23013.08901,,,,,
IP,72716.81416,63283.18584,77796.46018,,,,,
IP,86952.38095,75714.28571,93031.74603,,,,,
IP,22577.50343,19677.6406,24138.54595,,,,,
IP,65844,57388,70396,,,,,
IP,13391.05691,11668.29268,14342.27642,,,,,
IP,9599.301107,8370.413512,10336.05125,,,,,
IP,18757.67918,16361.77474,20196.81456,,,,,
IP,27050.81967,23595.08197,29127.86885,,,,,
IP,12354.79042,10776.94611,13323.35329,,,,,
IP,13860.01676,12079.63118,14938.80972,,,,,
LY,70425.53191,61382.97872,75846.80851,,,,,
LY,84010.15228,73243.65482,90482.2335,,,,,
LY,69575.63025,60630.2521,74894.95798,,,,,
LY,56363.94558,49139.45578,60629.2517,,,,,
LY,45702.47934,39801.65289,49137.74105,,,,,
LY,96523.25581,84034.88372,103761.6279,,,,,
LY,42704.37018,37172.2365,45879.17738,,,,,
LY,20123.18841,17486.71498,21564.00966,,,,,
LY,34901.67364,30320.08368,37357.74059,,,,,
LY,10551.57233,9189.308176,11232.07547,,,,,
LY,123419.1176,107477.9412,131323.5294,,,,,
LY,94393.25843,82146.06742,100337.0787,,,,,
LY,66498.02372,57853.75494,70604.74308,,,,,
LY,102006.0606,88745.45455,108260.6061,,,,,
LY,57135.59322,49657.62712,60562.71186,,,,,
LY,24778.59238,21551.31965,26202.34604,,,,,
LY,36891.06754,32037.03704,38941.17647,,,,,
LY,133362.2047,115787.4016,140763.7795,,,,,
LY,30769.92754,26664.85507,32420.28986,,,,,
LY,12402.76766,10741.4421,13048.79825,,,,,
LY,13890.06515,12047.23127,14605.04886,,,,,
LY,170640,147950,179350,,,,,
LY,59741.25874,51793.70629,62741.25874,,,,,
LY,176144.3299,152711.3402,185020.6186,,,,,
LY,22258.44156,19242.85714,23323.37662,,,,,
LY,84487.68473,73078.81773,88472.9064,,,,,
LY,70012.2449,60579.59184,73322.44898,,,,,
LY,108658.2278,93936.70886,113715.1899,,,,,
LY,96477.52809,83488.76404,100966.2921,,,,,
LY,52246.20061,45224.92401,54644.3769,,,,,
LY,23359.56581,20211.66893,24402.98507,,,,,
LY,53713.39564,46439.25234,56028.03738,,,,,
LY,35927.23493,31039.50104,37401.2474,,,,,
LY,45264.39791,39109.94764,47094.24084,,,,,
LY,27000,23336.97348,28078.00312,,,,,
LY,63680.14706,55014.70588,66198.52941,,,,,
LY,173260,149720,180070,,,,,
LY,44244.89796,38224.4898,45954.08163,,,,,
LY,52453.17221,45283.98792,54429.00302,,,,,
LY,58692.56757,50668.91892,60875,,,,,
LY,2539.023342,2180.438207,2590.720321,,,,,
LY,62507.04225,53623.23944,63707.74648,,,,,
LY,145598.3607,124893.4426,148303.2787,,,,,
LY,76646.55172,65693.96552,77991.37931,,,,,
LY,41669.78923,35763.46604,42374.70726,,,,,
LY,67977.09924,58312.9771,69061.0687,,,,,
LY,99625.69832,85351.95531,101094.9721,,,,,
LY,78986.72566,67641.59292,80070.79646,,,,,
LY,88875.62189,76094.52736,90029.85075,,,,,
LY,22797.70992,19512.72265,23029.26209,,,,,
LY,64550.35971,55176.25899,65111.51079,,,,,
LY,53764.1791,45838.80597,54032.83582,,,,,
LY,2398.155365,2014.809041,2359.444011,,,,,
LY,57074.07407,47972.22222,56067.90123,,,,,
LY,46737.37374,39313.13131,45873.73737,,,,,
LY,62820.33898,52776.27119,61600,,,,,
LY,92670,77925,90860,,,,,
LY,10448.06289,8788.88265,10244.80629,,,,,
LY,53815.0289,45297.68786,52745.66474,,,,,
LY,69555.97015,58488.80597,68138.0597,,,,,
LY,65700.70423,55214.78873,64309.85915,,,,,
LY,48279.06977,40563.30749,47217.05426,,,,,
LY,98857.14286,83058.20106,96682.53968,,,,,
LY,70618.86792,59241.50943,68966.03774,,,,,
LY,53802.29226,45091.69054,52366.76218,,,,,
LY,55302.94118,46326.47059,53755.88235,,,,,
LY,108120.6897,90563.21839,105051.7241,,,,,
LY,83278.76106,69792.0354,80880.53097,,,,,
LY,88867.92453,74429.24528,86226.41509,,,,,
LY,129150.6849,108089.0411,125212.3288,,,,,
LY,120114.6497,100547.7707,116439.4904,,,,,
LY,154655.7377,129442.623,149877.0492,,,,,
LY,64855.6701,54274.91409,62914.08935,,,,,
LY,74648.22134,62505.92885,72363.63636,,,,,
LY,89933.33333,75323.80952,87180.95238,,,,,
LY,130358.6207,109124.1379,126262.069,,,,,
LY,61226.53722,51242.71845,59252.42718,,,,,
LY,14726.1443,12325.05818,14220.32583,,,,,
LY,81158.11966,67905.98291,78341.88034,,,,,
LY,147325.5814,123279.0698,142108.5271,,,,,
LY,36269.08397,30377.8626,34988.54962,,,,,
LY,67028.16901,56102.11268,64556.33803,,,,,
LY,71111.9403,59522.38806,68410.44776,,,,,
LY,7905.56701,6610.309278,7567.42268,,,,,
LY,105346.1538,88126.37363,100840.6593,,,,,
LY,30315.45741,25329.653,28988.95899,,,,,
LY,87390.90909,73077.27273,83550,,,,,
LY,40568.42105,33858.94737,38732.63158,,,,,
LY,1496.267278,1237.342006,1371.646094,,,,,
LY,154534.3511,127786.2595,141656.4885,,,,,
LY,138726.0274,114794.5205,127102.7397,,,,,
LY,92118.18182,76195.45455,84354.54545,,,,,
LY,46034.01361,38097.50567,42083.90023,,,,,
LY,57106.74157,47252.80899,52132.02247,,,,,
LY,55186.99187,45588.07588,50325.20325,,,,,
LY,36692.9982,30307.0018,33339.31777,,,,,
LY,82842.10526,68408.90688,75186.23482,,,,,
LY,117017.1429,96588.57143,106125.7143,,,,,
LY,59376.81159,48997.10145,53872.46377,,,,,
LY,75323.52941,62220.58824,68341.91176,,,,,
LY,49871.04623,41274.93917,45231.14355,,,,,
LY,97203.79147,80412.32227,88104.2654,,,,,
LY,103661.6162,85707.07071,93898.9899,,,,,
LY,111043.2432,91767.56757,100497.2973,,,,,
LY,41123.7525,33988.02395,37111.77645,,,,,
LY,104131.3131,86136.36364,93904.0404,,,,,
LY,72915.19435,60346.28975,65713.78092,,,,,
LY,75600.7326,62578.75458,68172.16117,,,,,
LY,187709.0909,155354.5455,169209.0909,,,,,
LY,122218.9349,101124.2604,110147.929,,,,,
LY,47722.86374,39494.22633,42993.07159,,,,,
LY,92775.78475,76695.06726,83479.82063,,,,,
LY,197133.3333,162952.381,177295.2381,,,,,
LY,47891.45497,39591.22402,43000,,,,,
LY,63867.69231,52747.69231,57289.23077,,,,,
LY,133941.9355,110632.2581,120122.5806,,,,,
LY,66813.50482,55202.57235,59877.8135,,,,,
LY,76227.10623,62937.72894,68216.11722,,,,,
LY,127012.1951,104768.2927,113554.878,,,,,
LY,127073.1707,104780.4878,113615.8537,,,,,
LY,178205.1282,146914.5299,159256.4103,,,,,
LY,64227.69231,52907.69231,57369.23077,,,,,
LY,68495.08197,56439.34426,61131.14754,,,,,
LY,89034.04255,73251.06383,79348.93617,,,,,
LY,114333.3333,94076.50273,101901.6393,,,,,
LY,180448.2759,148465.5172,160758.6207,,,,,
LY,203349.5146,167203.8835,181048.5437,,,,,
LY,95639.26941,78639.26941,85242.00913,,,,,
LY,127780.4878,105018.2927,113829.2683,,,,,
LY,82972.33202,68079.05138,73786.56126,,,,,
LY,69131.57895,56697.36842,61437.5,,,,,
LY,72723.18339,59678.20069,64657.43945,,,,,
LY,127436.3636,104618.1818,113248.4848,,,,,
LY,91943.23144,75388.64629,81598.25328,,,,,
LY,71918.08874,58945.39249,63774.74403,,,,,
LY,79901.51515,65477.27273,70780.30303,,,,,
LY,91333.33333,74883.11688,80896.1039,,,,,
LY,140726.6667,115400,124580,,,,,
LY,100580.9524,82428.57143,89019.04762,,,,,
LY,145744.8276,119441.3793,128924.1379,,,,,
LY,111904.7619,91708.99471,98910.05291,,,,,
LY,67836.53846,55573.71795,59916.66667,,,,,
LY,15796.73591,12879.82196,13910.97923,,,,,
LY,26396.53036,21522.92441,23242.87485,,,,,
LY,56869.33333,46360,50021.33333,,,,,
LY,78153.84615,63681.31868,68714.28571,,,,,
LY,45107.82241,36769.55603,39684.98943,,,,,
LY,73682.75862,60051.72414,64727.58621,,,,,
LY,75042.10526,61105.26316,65873.68421,,,,,
LY,67320.75472,54849.0566,59056.60377,,,,,
LY,120949.1525,98542.37288,106101.6949,,,,,
LY,125210.5263,102000,109824.5614,,,,,
LY,80833.96226,65833.96226,70875.4717,,,,,
LY,161097.7444,131203.0075,141233.0827,,,,,
LY,85406.3745,69533.86454,74852.58964,,,,,
LY,214370,174560,187890,,,,,
LY,271430.3797,221012.6582,237835.443,,,,,
LY,60604.51977,49372.88136,53087.57062,,,,,
LY,36651.87713,29829.35154,32088.7372,,,,,
LY,122039.7727,99375,106903.4091,,,,,
LY,72120.80537,58758.38926,63140.9396,,,,,
LY,31782.86558,25914.32792,27794.68242,,,,,
LY,75571.92982,61621.05263,66028.07018,,,,,
LY,10677.78323,8644.923982,9231.486023,,,,,
LY,83448.27586,67551.72414,72118.77395,,,,,
LY,71970.29703,58194.71947,62165.0165,,,,,
LY,78787.00361,63671.48014,68025.27076,,,,,
LY,60844.01114,49136.49025,52490.2507,,,,,
LY,75406.89655,60855.17241,64982.75862,,,,,
LY,31230.76923,25203.7037,26849.00285,,,,,
LY,142370.1299,114889.6104,122396.1039,,,,,
LY,36905.88235,29741.17647,31687.39496,,,,,
LY,138163.522,111358.4906,118578.6164,,,,,
LY,69466.87697,55933.75394,59479.49527,,,,,
LY,83760.45627,67475.28517,71737.64259,,,,,
LY,71177.41935,57296.77419,60925.80645,,,,,
LY,39990.95841,32159.13201,34157.32369,,,,,
LY,165104.4776,132828.3582,140962.6866,,,,,
LY,152634.4828,122772.4138,130268.9655,,,,,
LY,77656.14035,62561.40351,66280.70175,,,,,
LY,9020.292208,7256.493506,7699.269481,,,,,
LY,121524.5902,97715.84699,103688.5246,,,,,
LY,274654.321,220802.4691,234259.2593,,,,,
LY,264988.0952,212916.6667,225892.8571,,,,,
LY,106636.3636,85665.07177,90808.61244,,,,,
LY,99522.32143,79986.60714,84732.14286,,,,,
LY,143967.7419,115612.9032,122451.6129,,,,,
LY,80320.14388,64471.22302,68287.76978,,,,,
LY,59807.48663,47970.58824,50759.35829,,,,,
LY,81396.36364,65345.45455,69032.72727,,,,,
LY,113664.9746,91228.4264,96416.24365,,,,,
LY,1204.692174,964.1526269,1012.386501,,,,,
LY,135917.1598,108781.0651,114136.0947,,,,,
LY,78440.27304,62805.46075,65853.24232,,,,,
LY,130625,104590.9091,109630.6818,,,,,
LY,273690.4762,219142.8571,229702.381,,,,,
LY,38250.83056,30606.31229,32054.81728,,,,,
LY,50670.32967,40538.46154,42413.18681,,,,,
LY,226058.8235,180833.3333,189196.0784,,,,,
LY,146917.1975,117484.0764,123025.4777,,,,,
NA,21665.10319,17312.38274,18129.45591,,,,,
NA,53221.19816,42523.04147,44548.3871,,,,,
NA,27188.23529,21714.11765,22755.29412,,,,,
NA,24099.06152,19248.17518,20182.48175,,,,,
NA,34613.77246,27634.73054,28989.52096,,,,,
NA,30583.88375,24388.37517,25586.52576,,,,,
NA,86092.9368,68631.97026,72029.73978,,,,,
NA,24387.36842,19433.68421,20434.73684,,,,,
NA,37268.48875,29692.92605,31239.54984,,,,,
NA,50842.10526,40502.19298,42616.22807,,,,,
NA,196474.5763,156516.9492,164686.4407,,,,,
NA,51754.46429,41236.60714,43390.625,,,,,
NA,15662.61808,12467.61134,13148.44804,,,,,
NA,74890.32258,59603.22581,62864.51613,,,,,
NA,111153.11,88425.83732,93272.72727,,,,,
NA,33523.80952,26669.55267,28167.38817,,,,,
NA,79303.75427,63081.91126,66662.11604,,,,,
NA,110123.2227,87597.1564,92611.37441,,,,,
NA,29872.75064,23760.92545,25127.24936,,,,,
NA,28432.76284,22607.57946,23937.65281,,,,,
NA,118071.066,93873.09645,99477.15736,,,,,
NA,71146.78899,56553.51682,59966.36086,,,,,
NA,28371.95122,22552.43902,23915.85366,,,,,
NA,13942.51497,11075.4491,11759.28144,,,,,
NA,74175.15924,58914.01274,62557.32484,,,,,
NA,6061.124061,4805.490805,5108.780109,,,,,
NA,23292.53731,18466.66667,19633.83085,,,,,
NA,32380.35961,25669.43292,27323.65145,,,,,
NA,70315.31532,55732.73273,59342.34234,,,,,
NA,14315.01832,11343.71184,12073.26007,,,,,
NA,36364.34109,28810.85271,30668.21705,,,,,
NA,35724.50533,28292.23744,30149.16286,,,,,
NA,28569.34307,22613.13869,24097.3236,,,,,
NA,45084.45298,35677.54319,38038.38772,,,,,
NA,99109.70464,78430.37975,83649.78903,,,,,
NA,51971.23894,41123.89381,43878.31858,,,,,
NA,40508.62069,32048.27586,34250,,,,,
NA,2738.969739,2168.399168,2313.582814,,,,,
NA,52015.35088,41171.05263,43932.01754,,,,,
NA,23346.45669,18478.34646,19729.33071,,,,,
NA,43214.93625,34196.72131,36519.12568,,,,,
NA,51040.86022,40376.34409,43122.58065,,,,,
NA,75107.59494,59414.55696,63477.8481,,,,,
NA,36353.75191,28751.91424,30730.47473,,,,,
NA,22135.13514,17504.19385,18716.6822,,,,,
NA,99840.33613,78915.96639,84436.97479,,,,,
NA,34598.25328,27339.15575,29254.73071,,,,,
NA,14873.75,11754.375,12581.25,,,,,
NA,9114.678899,7211.391437,7716.743119,,,,,
NA,32987.55187,26092.66943,27972.33748,,,,,
NA,21038.80071,16645.50265,17843.03351,,,,,
NA,23107.45402,18283.63988,19625.36302,,,,,
NA,69424.4186,54912.7907,58936.04651,,,,,
NA,27267.12329,21566.21005,23147.26027,,,,,
NA,74653.125,59037.5,63371.875,,,,,
NA,148378.882,117341.6149,125975.1553,,,,,
NA,55443.15545,43832.94664,47062.64501,,,,,
NA,49595.43568,39195.02075,42085.06224,,,,,
NA,17421.7043,13759.6504,14789.51202,,,,,
NA,13713.79508,10814.53921,11668.00229,,,,,
NA,48504.04858,38246.96356,41271.25506,,,,,
NA,65829.67033,51906.59341,56021.97802,,,,,
NA,36648.31804,28889.90826,31197.24771,,,,,
NA,44149.17127,34797.42173,37594.84346,,,,,
NA,124880.2083,98411.45833,106343.75,,,,,
